WGATAR_id,EFO:0002067 ATAC-seq,EFO:0002067 TF ChIP-seq GATA1,EFO:0002067 Histone ChIP-seq H3K27ac,EFO:0002067 TF ChIP-seq CTCF,EFO:0002067 Histone ChIP-seq H3K27me3,EFO:0002067 Histone ChIP-seq H3K36me3,EFO:0002067 Histone ChIP-seq H3K4me1,EFO:0002067 Histone ChIP-seq H3K4me2,EFO:0002067 Histone ChIP-seq H3K4me3,EFO:0002067 Histone ChIP-seq H3K79me2,EFO:0002067 Histone ChIP-seq H3K9ac,EFO:0002067 Histone ChIP-seq H4K20me1,EFO:0002067 total RNA-seq
WGATAR_739,0.067147285,0.7264063,0.006078124,0.11114031,0.5463211,0.7288531,0.6494246,0.11849481,-0.0018553138,-0.024422139,0.008305222,0.60069054,-0.14776686
WGATAR_740,0.9910743,0.9848664,0.9902022,0.9845114,-0.36011535,0.8389042,0.978155,0.99073964,0.9885903,0.96010363,0.9781554,-0.3423561,0.6809416
WGATAR_741,0.021302015,0.115936756,-0.008396983,0.050639123,0.64992464,-0.15758139,0.009550095,-0.0017906129,-0.03504023,-0.05378017,-0.29555458,0.7274251,-0.19604504
WGATAR_742,-0.010754555,-0.00019955635,-0.018152177,-0.031401873,0.7383827,-0.18785375,-0.06165397,-0.021668851,-0.0576075,-0.072318405,-0.33057994,0.72004485,-0.22127727
WGATAR_743,0.9915173,0.9999206,0.9878262,0.9702078,-0.30392498,0.84081614,0.95838404,0.98371017,0.95566654,0.94762284,0.671934,0.7070615,0.81749
WGATAR_744,-0.015027463,0.00039726496,-0.020926386,-0.03493458,0.70385635,-0.21234697,-0.061281294,-0.02368784,-0.076592594,-0.07502133,-0.35491386,-0.1621544,-0.23271358
WGATAR_745,0.99227923,0.99832183,0.990155,0.9621186,-0.35779423,0.8506111,0.9583678,0.9836669,0.95947,0.9565897,0.6610218,-0.29491347,0.82804596
WGATAR_746,0.06482154,0.5108537,0.00013592839,0.11710882,0.5680254,-0.14151165,0.16793102,0.062352836,-0.015635967,-0.04524502,-0.2709663,0.6431416,-0.19325885
WGATAR_747,0.27244303,0.63934726,0.0061201155,0.61789846,0.5421565,-0.13730529,0.35942456,0.08491734,-0.015987873,-0.03643945,-0.27411896,0.6444694,-0.16927445
WGATAR_748,0.9846204,0.9952096,0.98689806,0.95706546,-0.3123985,0.84883213,0.9457819,0.9703016,0.97156394,0.9265789,0.82715714,0.81955045,
WGATAR_749,-0.006267786,0.002169013,-0.013226867,-0.0072777867,0.74070084,0.33322355,-0.04125765,-0.008251309,0.95359683,0.9068521,0.16675723,0.29176238,
WGATAR_750,0.99225265,0.99965703,0.98960257,0.9814551,-0.22984576,0.8457657,0.95749545,0.9805385,0.9735148,0.9201883,0.82804596,0.8254143,
WGATAR_751,0.9905302,0.98967314,0.9893315,0.9777865,-0.27848223,0.8382914,0.95520544,0.97996724,0.9740774,0.91543627,0.82543385,0.8244356,
WGATAR_752,0.5528568,0.042156994,0.78291297,0.20423007,0.4564217,0.7552725,0.1425403,0.8333652,0.90630525,0.88541436,0.40848,0.14295922,
WGATAR_753,0.5919863,0.8891083,0.6868561,0.58410966,0.7247416,0.69060624,0.6918607,0.6350637,0.5128176,0.6621894,0.6002858,0.50755775,
WGATAR_754,-0.35917273,0.97068226,-0.27481958,-0.05245012,0.31041592,-0.28859797,0.66486096,-0.21945195,-0.3205809,-0.31004402,-0.09551786,0.7066689,
WGATAR_755,0.93985033,0.9130831,0.94392765,0.8079262,0.3268851,0.25518942,0.91269195,0.9386898,0.91299915,0.45846835,0.762535,0.6440354,
WGATAR_756,0.17039841,0.33686393,0.11674747,0.21572697,-0.11209627,0.7770029,0.5398902,0.20949349,0.011603594,0.39418834,0.37283573,0.26733765,
WGATAR_757,-0.0010875762,0.0018338859,-0.005186707,-0.0025198162,0.65033543,0.6031552,-0.011941493,-0.005933553,-0.024900705,-0.020239621,0.18671021,0.110140085,
WGATAR_758,0.008566588,0.0035311878,-0.0030921698,0.030907929,0.60982835,0.021929264,0.018766522,0.0019106269,-0.019670278,-0.013964981,0.040016472,0.5324073,
WGATAR_759,0.9951012,0.99972785,0.99682486,0.9742779,-0.3821534,0.9003476,0.9673187,0.9873424,0.97608954,0.97994566,0.7510539,-0.26539823,
WGATAR_760,0.5233073,0.9853548,0.02357775,0.11149582,0.54992974,0.00715217,0.58307755,0.32024443,0.047339797,0.00012308359,-0.12580612,0.6790829,
WGATAR_761,0.15258172,0.033363104,0.04510799,0.20332956,0.21010897,0.8448701,0.29803354,0.17522308,0.028874338,0.6507221,0.061131224,0.09377582,
WGATAR_762,0.1618019,0.0023619533,0.06377527,0.23982047,-0.07161249,0.8561334,0.1294733,0.30312353,0.35292205,0.9234023,0.1387617,-0.24333178,
WGATAR_763,-0.0117006,-0.002818942,0.015980124,-0.004005164,0.44780356,0.88655424,0.013000339,0.064534515,0.051947325,0.92669874,0.41402453,-0.32352522,
WGATAR_764,0.8913543,0.69570935,0.50493526,0.30128926,0.34725752,0.7345643,0.67367864,0.69388735,0.6210263,0.34899566,0.19580606,0.405864,
WGATAR_765,0.9883181,0.9989676,0.99885607,0.9691412,-0.40524632,0.90508795,0.9785558,0.98825467,0.97544855,0.9697956,0.85254383,-0.39970627,
WGATAR_766,-0.009860098,-0.00064590573,-0.0008073449,-0.017811954,0.6116402,-0.09505552,-0.016677499,-0.009657502,-0.022980303,-0.028529674,-0.15030223,0.6050347,
WGATAR_767,0.11935419,0.9485423,0.50955975,0.70084864,-0.25462192,0.8747862,0.90790665,0.72427493,0.62554586,0.8287942,0.93943757,-0.23631854,
WGATAR_768,0.95566654,0.9950663,0.97464824,0.9514035,-0.18303934,0.8121099,0.91543627,0.9663802,0.9231987,0.90701973,0.70158106,0.7355684,0.80116844
WGATAR_769,0.9711133,0.99355924,0.98198724,0.9576558,-0.3372319,0.8146693,0.9314039,0.97362626,0.93140864,0.91373134,0.7013383,0.6674672,0.80939627
WGATAR_770,-0.05580923,0.021975815,-0.027808458,-0.028899163,0.6637731,-0.20603529,-0.096215636,-0.034722477,-0.09506783,-0.10900429,-0.32774088,0.6946488,-0.19880947
WGATAR_771,0.8530683,0.9872624,0.89043784,0.834933,-0.22243534,-0.13385782,0.88576007,0.92811483,-0.16921943,0.8781519,0.72760993,0.81253666,-0.15841642
WGATAR_772,0.88994884,0.990405,0.9065131,0.9128532,-0.23208776,0.7271174,0.87572896,0.9302387,0.7477933,0.91450536,0.72075856,0.81939685,0.8323455
WGATAR_773,-0.13247266,-0.021081597,-0.11561936,-0.10708913,0.73499215,0.030713469,-0.15627864,-0.08636907,-0.25175726,-0.07403332,-0.27870357,0.41998988,-0.16901729
WGATAR_774,0.38309485,0.040292323,-0.009719774,-0.12942265,-0.092029944,0.47182268,0.2570319,0.49400842,0.06416225,0.48279387,-0.14644706,0.2420784,0.5317992
WGATAR_775,0.31902996,-0.14667292,-0.09380698,-0.3244031,0.31278065,0.04945846,-0.18759322,0.16702776,0.14969513,-0.2680621,0.44134668,0.050198734,0.74294883
WGATAR_776,0.20437586,0.3507545,0.27393764,0.1327734,0.37668478,0.46207222,-0.03443888,0.014161974,0.3858101,0.47845048,0.018265925,0.405864,
WGATAR_777,0.027736172,-0.26486206,-0.346956,-0.18797716,-0.24996446,-0.3723799,-0.31021184,-0.27600196,-0.40271288,-0.29303873,-0.14997068,-0.3062451,
WGATAR_778,0.6016729,0.6358527,0.57081485,0.35842624,0.64252937,0.5599451,0.58776194,0.5759175,0.37571934,0.666917,0.5701159,0.62418973,
WGATAR_779,0.56410414,0.41086304,0.6129365,0.29781508,0.47938597,0.57487255,0.5821129,0.60097027,0.53790796,0.7282654,0.57477874,0.5569533,
WGATAR_780,0.21003696,0.47959825,0.097403616,0.38662222,0.7748196,0.2688961,0.23846605,0.715431,0.6261674,-0.021274507,-0.19920048,0.6756019,
WGATAR_781,0.13115409,0.7120349,-0.06923264,0.09822065,0.66445893,0.08144164,-0.030564427,-0.07641488,0.13476807,0.2858039,-0.14071451,0.72974956,
WGATAR_782,0.667269,0.9708524,0.8666663,0.83258945,-0.13848594,0.8476734,0.7445827,0.79069245,0.67179525,0.8704622,0.6373741,0.7671567,
WGATAR_783,0.68628156,0.98028034,0.87717533,0.8713393,-0.20412129,0.8530092,0.7612506,0.8138552,0.59844804,0.87781584,0.6417037,0.7934805,
WGATAR_784,-0.30153397,-0.022491485,-0.122329235,-0.10802445,0.77108234,-0.16070235,-0.28956062,-0.2333042,-0.07655662,-0.14667973,-0.35523874,0.50527,
WGATAR_785,0.76644087,0.7305943,0.042762876,0.33778712,0.61933017,0.10752529,0.19163677,0.19635332,0.23617604,0.022034943,0.22068931,0.6717187,
WGATAR_786,-0.071564615,-0.04080528,-0.062402636,-0.10511175,0.89297855,-0.13927013,-0.13952419,-0.082351804,-0.16150746,-0.10724977,-0.20106235,0.15504014,
WGATAR_787,0.029514879,-0.011996925,0.19792014,-0.018219829,0.5801649,0.74857247,-0.05548352,0.027340204,-0.009629548,0.8932886,0.44372097,0.2194701,
WGATAR_788,0.930272,0.9538666,0.94694006,0.81802535,0.05128178,-0.07780236,0.8831946,0.93824625,0.8602536,0.69883525,0.7359338,0.79763234,
WGATAR_789,0.9183141,0.9723913,0.9260757,0.8356875,-0.037678838,-0.12958041,0.88810873,0.9335635,0.8398171,-0.085016966,0.6603589,0.8292508,
WGATAR_790,0.92847157,0.9717643,0.93264866,0.8540473,-0.0276317,-0.13239399,0.89167094,0.9389042,0.8537196,-0.08116752,0.6708852,0.8353431,
WGATAR_791,0.17919782,0.2738737,-0.069241405,0.16468135,0.3499508,-0.032769233,0.03406027,0.197692,0.11939048,-0.10277742,0.06382157,0.21547854,-0.25576222
WGATAR_792,0.64184725,0.92660004,0.10554838,0.5728356,0.43832695,0.45754173,0.7150203,0.64005226,0.03951174,0.22817212,0.3103791,0.6877886,-0.10531983
WGATAR_793,-0.03532204,-0.0070400834,-0.023083746,-0.028815895,0.55685914,0.9312037,-0.070759624,-0.047374368,-0.12812713,0.009566814,-0.15548053,-0.2280026,0.9047798
WGATAR_794,-0.0005429983,0.0019545555,-0.0013098419,-0.003670156,0.5599653,-0.06587526,0.18757707,-0.00575608,-0.016080558,-0.007463306,-0.017145872,0.8779192,-0.12851804
WGATAR_795,-0.0065613985,-0.0010643005,-0.006290376,-0.018186271,0.7269833,-0.07978389,-0.011546403,-0.013887793,-0.021673948,-0.014221013,-0.030764759,0.9123212,-0.14932248
WGATAR_796,0.993767,0.99657226,0.99670327,0.9633781,-0.06573576,-0.054971933,0.570568,0.9861963,0.98455393,0.018411279,0.9518719,0.82355314,0.8920746
WGATAR_797,0.017187268,0.0032698512,0.013495564,0.052240193,0.47381377,0.8998755,0.43764907,0.03714618,-0.0031763911,0.73677814,0.16691583,0.6802017,-0.11327085
WGATAR_798,0.896929,0.885136,0.7243845,0.62441254,0.32746598,0.57701516,0.5488897,0.6537352,0.14078721,0.26994053,0.27164364,0.7003387,
WGATAR_799,0.22616228,0.9516274,0.2746656,0.22561783,0.48508093,0.13971591,0.40901166,0.85925794,0.9675971,0.5310724,0.6770284,0.84198344,
WGATAR_800,0.98176956,0.9985065,0.99586904,0.88412964,0.4589493,-0.021104068,0.028797328,0.9650961,0.98552966,0.017953843,0.92366946,0.89133215,
WGATAR_801,-0.0043121576,-0.00033795834,0.0002965033,-0.015378565,-0.33136678,0.9816974,0.9766911,5.0336123e-05,-0.01002115,0.91322696,0.9621452,0.90285087,
WGATAR_802,0.89581764,0.9953191,0.89545894,0.92982256,-0.15623122,0.36061597,0.89410126,0.9429306,0.8829404,0.8495766,0.7976443,0.7537076,
WGATAR_803,0.89568454,0.9962463,0.88535976,0.9298801,-0.14882761,0.80191636,0.8921001,0.94159853,0.88111293,0.8428818,0.79707944,0.7536105,
WGATAR_804,0.5613318,0.90037125,0.67694485,0.5669433,0.7753048,0.7296871,0.68506753,0.73416984,-0.01847902,0.67555225,0.61125076,0.2696009,
WGATAR_805,0.046956882,-0.034065872,-0.1924524,-0.18987633,0.79772854,0.39458415,-0.29324257,0.17248642,0.05829975,0.30437315,-0.17738213,-0.14311466,
WGATAR_806,-0.30923077,0.972329,-0.114720464,0.24410015,-0.15641835,0.056366563,0.73507214,0.7313247,-0.13949871,-0.15975344,-0.14042954,0.76517844,
WGATAR_807,-0.39205226,0.969941,-0.22335091,-0.0332098,-0.1469005,-0.24031124,0.6867154,-0.21604386,-0.23720023,-0.23941052,-0.3351928,0.7940432,
WGATAR_808,0.030742034,0.82237566,-0.1200296,-0.08223882,-0.06502655,0.39512068,0.0009871274,0.59777015,0.390584,0.4415806,-0.08495644,-0.048768222,
WGATAR_809,0.19861431,0.80323625,-0.09217411,0.14194563,0.19842002,0.41619372,0.16144955,0.0096235275,0.19834153,-0.017249495,0.23021165,0.5668454,
WGATAR_810,-0.23631854,0.97719294,-0.30646572,0.74223185,-0.06763968,-0.14640349,0.8007462,0.8331129,0.5431136,0.5352355,0.45248783,0.9590819,
WGATAR_811,0.8964032,-0.009146333,0.58939797,0.8733717,0.86793196,0.4172482,-0.22525492,-0.03464535,0.5080128,0.58089256,0.67575717,0.5372734,
WGATAR_812,0.16232994,0.9190316,0.13115409,0.048085243,0.6887418,0.45478052,-0.0671334,0.38359514,0.47503364,0.3460792,0.4481656,0.88030577,
WGATAR_813,0.97728395,0.999153,0.981383,0.96871006,-0.27299666,0.8457786,0.93447614,0.97573555,0.95370245,0.8902722,0.72127724,0.6611947,
WGATAR_814,0.9792024,0.9991721,0.981383,0.96998525,-0.2787027,0.84577036,0.93447614,0.9762625,0.95369893,0.8902722,0.7127766,0.5678308,
WGATAR_815,0.18872051,0.12164001,-0.041682824,-0.036962524,0.41509688,0.43357095,-0.29480666,-0.015032619,-0.027582437,-0.07792489,-0.20345308,0.1838853,-0.15864515
WGATAR_816,0.48600346,-0.030836374,0.053194642,-0.1908395,0.49443865,0.400569,-0.24140464,0.16893531,-0.13813567,0.28982827,-0.10038397,0.4202391,-0.16117099
WGATAR_817,0.38986838,0.5115669,0.36199325,0.29595923,0.5747421,0.029259443,0.36302263,0.5216044,0.51086795,0.42100492,0.38919193,0.49440238,-0.13500226
WGATAR_818,-0.01882799,0.9090495,0.06575385,0.226919,-0.038907826,0.6610319,0.5752124,0.49404627,0.23046479,0.6314362,-0.34707007,0.20653565,
WGATAR_819,0.36138135,0.37494826,0.013122886,-0.08692393,0.5209481,0.1299144,-0.014874935,0.11409345,0.003322035,0.1499294,0.2857102,0.40190738,
WGATAR_820,-0.06697348,-0.05946639,-0.06471318,-0.04563248,0.7294902,-0.1742104,-0.12575895,-0.07436982,-0.14842117,-0.19476584,-0.10819125,0.6104742,0.15971434
WGATAR_821,-0.1590868,0.8896211,-0.14442688,0.1718731,-0.045565203,-0.09120867,0.73775685,0.65167165,0.21256334,0.19827378,0.36555696,0.6367915,0.16272236
WGATAR_822,-0.2577253,0.96735835,-0.15877914,0.68334365,-0.27054182,-0.10773599,0.76662576,0.73894674,-0.2557334,-0.18986353,-0.34168404,0.609125,0.9983642
WGATAR_823,0.6793605,-0.11641961,0.8075557,0.5217985,0.7135909,0.87722087,-0.22473209,0.3342113,0.7000005,0.77330375,0.64358914,0.6710916,0.9890026
WGATAR_824,-0.24458125,0.59714067,-0.23142722,-0.043149486,0.29618382,-0.12439391,-0.23117422,-0.31624192,-0.066364765,-0.2538973,-0.35785323,-0.22942193,0.7385101
WGATAR_825,0.18160984,0.8008033,0.6972556,0.3693978,-0.12079845,-0.048080236,0.8189254,0.87484956,0.53222466,-0.029117852,0.17209044,0.4865559,
WGATAR_826,0.7674556,0.7538209,0.8299446,0.3190201,0.11939048,0.65925527,0.77959794,0.9033708,0.59038603,0.7250132,0.63109726,0.027265474,
WGATAR_827,0.7682345,0.6645992,0.84025574,0.6061204,-0.19479439,0.7535942,0.8286559,0.9165378,0.6419491,0.9153758,0.63039255,-0.25014716,
WGATAR_828,0.6509288,0.76281345,0.8515236,0.4633969,0.49879587,0.5651963,0.85082144,0.93139267,0.6202851,0.89574647,0.5937791,0.24560958,
WGATAR_829,0.6861696,0.79724205,0.60963184,0.40075284,0.29829776,0.2940054,0.7951173,0.71733546,0.23046479,0.11401743,0.49324068,0.4834422,
WGATAR_830,0.65678614,-0.041473866,0.31185246,0.26681894,0.069747105,0.68913627,-0.040875852,0.2787606,0.059752367,0.524355,0.22256279,0.055673443,
WGATAR_831,0.64982414,-0.041391373,0.30269334,0.024220943,0.02398178,0.36136043,-0.11144319,-0.11003183,-0.103162766,0.13982624,0.07970281,-0.20727752,
WGATAR_832,0.0030619353,0.7291236,-0.10767603,0.015295833,-0.11167584,-0.07275432,-0.12798926,-0.093608454,-0.3193589,-0.05967599,-0.372561,-0.23456429,
WGATAR_833,0.93159306,0.83591884,0.5566134,0.37590846,0.35953215,-0.11749181,0.2996604,0.70119727,0.050527364,-0.02793023,0.45064828,0.56805927,-0.10905197
WGATAR_834,0.7211748,-0.08573243,0.44448733,0.42945185,0.22847727,0.7951173,0.291085,0.6259432,0.5245359,0.3891134,0.5384991,-0.001306504,
WGATAR_835,-0.12046984,-0.0118251145,-0.038182825,-0.16042644,0.6316245,0.847538,-0.10127172,-0.060890615,-0.28346062,-0.049028277,-0.3693154,-0.24741983,0.87511367
WGATAR_836,-0.041060477,-0.0002681315,-0.016562253,-0.083868235,0.5883944,-0.14340001,-0.055475682,-0.027690262,-0.21262607,-0.046597093,-0.3652289,-0.26443407,-0.1241214
WGATAR_837,0.0032995641,0.0008571744,-0.0050764084,0.06681579,0.45352596,0.83559835,-0.019725353,0.012427807,-0.091558635,0.93394256,0.40511653,-0.2303097,0.8625049
WGATAR_838,0.07779819,-0.0019467771,0.8952123,0.5879563,0.4085825,0.7994548,0.52973634,0.9065817,0.854408,0.64177287,0.61647886,-0.24294883,-0.06430566
WGATAR_839,0.9783561,0.9976053,0.98582375,0.92873085,0.104076356,-0.12832415,0.9460684,0.972329,0.8592065,-0.035045147,-0.34303886,0.7520454,-0.10357946
WGATAR_840,0.065513104,0.09040725,0.052793324,0.50388825,-0.37010646,0.8644227,0.67506397,0.09526712,-0.05495423,-0.025179505,0.011927456,-0.24658346,-0.10478327
WGATAR_841,0.0018507838,-0.2810747,0.09764081,0.45588422,-0.0071824864,0.8104844,0.042759687,0.066435695,0.15584546,0.86149883,-0.019563347,-0.33775192,0.39418286
WGATAR_842,0.873155,0.88742095,0.93913007,0.7331867,0.13364808,0.1878801,0.6547863,0.877514,0.8744756,0.09418818,0.3928433,0.45729446,0.8481294
WGATAR_843,0.9437232,0.90475875,0.686206,0.6463163,0.41283804,0.4169832,0.6161882,0.78204274,0.8567314,0.15443835,0.5101676,0.56886023,0.7215171
WGATAR_844,0.97761405,0.9893767,0.9948976,0.953004,-0.4096522,-0.2058258,0.93073934,0.98459697,0.98179126,0.9821106,0.69877774,0.65352833,0.8862692
WGATAR_845,0.34610963,0.63844705,0.024143696,0.13042617,-0.13582668,0.63549,0.8371061,0.030711085,-0.015933484,-0.014405876,-0.32406268,-0.24319968,-0.11322707
WGATAR_846,0.9681393,0.8588169,0.99132067,0.85423815,-0.2783033,-0.13530242,-0.022440195,0.9805066,0.98191273,0.9754994,0.68884087,-0.25496906,0.8860379
WGATAR_847,0.9639994,0.8442931,0.98681027,0.8608908,0.2397419,-0.18101385,0.009895802,0.9779905,0.9810175,0.97088635,0.6852877,0.2529416,0.8826188
WGATAR_848,0.9812609,0.98783046,0.99413574,0.960608,-0.41755837,-0.18321532,0.90532243,0.9842546,0.9816695,0.97815657,0.7152373,0.64155406,0.8841926
WGATAR_849,0.9734509,0.97679967,0.98898214,0.19643533,-0.40400207,-0.10738173,0.73044837,0.97082,0.977834,0.85143125,0.6886909,0.46118307,0.87537074
WGATAR_850,-0.16039053,0.699937,-0.04324019,-0.0045618415,0.50947905,-0.14857581,-0.07521245,-0.12902188,-0.29549634,-0.0799391,-0.33497357,0.46581948,-0.08688241
WGATAR_851,0.24085492,0.6536088,0.07682282,-0.033335,0.6000651,0.25941354,0.20016342,0.338556,0.53396666,0.5597316,-0.10550058,0.60701525,0.19818461
WGATAR_852,0.25547594,0.66022897,0.72421986,0.63273066,0.58543444,0.5167537,0.23185489,0.76711494,0.55312246,0.40457907,-0.06795038,-0.037112996,0.7649096
WGATAR_853,0.7704143,0.85350853,0.94842577,0.8171487,-0.29737288,0.7632509,0.85434926,0.8877488,0.6701486,0.914694,0.60497695,0.6498012,0.9157965
WGATAR_854,0.16375232,0.34830055,0.0065456927,0.12451771,0.61115396,-0.032499075,0.13380533,0.11695963,0.10091746,-0.0461255,-0.010124445,0.6092576,0.5467713
WGATAR_855,0.26116022,0.30041653,0.8886838,0.20900282,0.3776863,0.63903576,0.17562991,0.88613516,0.88526344,0.7678367,0.2161274,-0.21307452,0.11809576
WGATAR_856,0.94322824,0.82720375,0.956163,0.8334292,-0.21589597,0.79557955,0.9036038,0.9096916,0.80950266,0.8235597,0.7888079,-0.04155922,0.8982188
WGATAR_857,0.9367618,-0.008084238,0.9582852,0.2996604,-0.31245357,0.8868017,0.89350235,0.9130819,0.83181405,0.8491757,0.813487,-0.31671754,0.9452605
WGATAR_858,0.8368498,0.28097007,0.95701396,0.24097714,0.39768395,0.79027283,0.80606306,0.9210043,0.86839306,0.78780764,0.7036171,0.47577906,0.619523
WGATAR_859,0.3701864,0.6842557,0.36978737,0.054312676,0.62205404,0.41717497,0.14794724,0.7871803,0.105977654,0.4145341,0.5485409,0.4564217,-0.26403844
WGATAR_860,0.5557385,0.96382964,0.6258937,0.50251347,0.22112143,0.4661107,0.7084893,0.61239654,0.5281517,0.6160156,0.5844852,0.6340149,0.2609478
WGATAR_861,0.57366043,0.96568173,0.67665255,0.72415257,-0.15904665,0.03366369,0.7202314,0.6172017,0.54179233,0.63942254,0.5959059,0.6348849,0.19660167
WGATAR_862,0.55455095,0.96338785,0.4631522,0.5638004,-0.14313874,0.22569564,0.71494925,0.6088719,0.4192661,0.6397614,0.44382748,0.6319163,0.25577337
WGATAR_863,0.85778683,0.66593826,0.93437946,0.6879774,0.67365944,0.08203536,0.7977659,0.9131091,0.8699283,0.026786357,0.69265115,-0.18101385,-0.21719185
WGATAR_864,0.79084766,0.7517127,0.9266847,0.7728353,0.31615153,-0.017329544,0.8682064,0.9268967,0.82032835,0.31579375,0.69511,0.48290476,-0.2228407
WGATAR_865,0.62290436,0.5223062,0.2834959,0.5199182,0.5524501,-0.046038806,0.63893896,0.23465264,0.25541642,0.0040173233,0.47780317,0.1539208,0.46168563
WGATAR_866,0.9547257,0.99434924,0.9497429,0.9193976,-0.1932194,0.85065746,0.8979711,0.9565897,0.8305732,0.9201883,0.6905837,0.7269676,0.7720403
WGATAR_867,0.71098673,0.119965166,0.7780563,0.2386613,0.50363743,0.74287295,0.50945044,0.3555088,0.48682967,-0.017683297,0.61054087,-0.124044955,-0.019610798
WGATAR_868,0.8313668,0.71221876,-0.012108624,0.20462704,0.74026763,-0.10751113,0.88819385,0.0011764765,-0.007085949,-0.032529354,-0.010897189,-0.15681696,-0.102143355
WGATAR_869,-0.014053911,-0.032225013,-0.031086653,-0.08567327,0.7957654,0.1487723,0.01268822,-0.007691294,-0.010402441,-0.036690593,-0.04299447,-0.1097289,-0.098108165
WGATAR_870,0.967596,0.047893196,0.97440684,0.84078217,-0.19219077,0.9060888,0.94389176,0.981717,0.9856069,0.96515477,0.9499322,-0.13583475,0.805934
WGATAR_871,0.8879018,0.9824488,0.8875677,0.93717575,-0.36190844,0.8188268,0.8502847,0.8192873,0.61474985,0.7056402,0.70589715,0.6210002,0.07554543
WGATAR_872,0.94548017,0.97919595,0.030143023,0.051606506,0.2611762,0.85422206,0.004969597,0.07579911,-0.0010501742,-0.01779142,-0.037045658,-0.20550227,
WGATAR_873,0.9965884,0.9988415,0.995996,0.9827863,-0.32804596,0.8499583,0.98981774,0.99071014,0.9757346,0.9684862,0.964888,-0.25271702,0.71276087
WGATAR_874,0.9572092,0.99842876,0.98106754,0.94681346,-0.45957488,-0.028477103,0.94872534,0.9638339,0.9274149,0.9378702,0.7498385,0.58088577,0.78659153
WGATAR_875,0.95345116,0.9982748,0.9805356,0.95623696,-0.4577582,0.10813242,0.94623727,0.9606945,0.90576017,0.9350583,0.7492354,0.58148736,0.75490284
WGATAR_876,-0.0066154003,0.00900051,0.014206201,0.12526298,0.29027647,0.4301246,-0.0113399625,0.0335539,0.7987907,0.46023864,0.6966848,-0.37741694,0.29809293
WGATAR_877,0.4506903,0.8055867,0.18815255,0.5422476,0.087594226,0.119816184,0.26219627,0.27817833,0.05853522,0.0010886788,0.14655484,-0.022555284,-0.14153244
WGATAR_878,-0.04234925,-0.010802269,-0.03348899,-0.062333375,0.6976901,-0.117666304,-0.06953934,-0.045220524,-0.15109423,-0.02820623,-0.20151836,-0.039783448,-0.1329698
WGATAR_879,0.91561353,0.019745111,0.9826229,0.772624,-0.39878225,0.87605596,0.56613755,0.94321907,0.9605285,0.9708997,0.88782716,-0.014340341,0.88575053
WGATAR_880,0.0016425252,0.9978403,-0.0026178956,0.0066570044,0.59029585,-0.09555051,0.9028685,-0.0019544363,-0.02291426,-0.009355664,-0.08459392,0.9671398,-0.11572325
WGATAR_881,0.64183456,0.9056051,0.8205153,0.7380713,-0.18332532,0.85547686,0.7342968,0.6295684,0.6397699,0.8434174,0.6302606,0.6337301,0.09822065
WGATAR_882,-0.053940713,-0.102274716,0.034501016,-0.051211476,0.026298895,0.86502403,-0.22517955,-0.27105057,0.11939048,0.122684,-0.16214602,0.30584383,0.8855692
WGATAR_883,0.34331888,0.09208527,0.021271288,0.054548413,0.37036717,0.4092544,-0.099234,-0.020862713,0.21035546,-0.04702571,0.18474326,0.2936496,-0.090093285
WGATAR_884,0.8222256,0.5288557,0.093104035,0.11225203,0.25042972,0.17423426,0.6791806,0.7050419,0.5935687,0.22355327,0.4146896,0.5583321,0.007994086
WGATAR_885,0.52075255,0.022978783,0.040496916,0.08447197,-0.005066924,0.5095856,0.7077097,0.5626903,0.048935562,0.16221875,0.4785229,0.377048,0.27441955
WGATAR_886,0.617024,0.08250728,0.7238465,0.09457901,0.35711223,0.38431215,0.7577618,0.639957,0.114423186,0.38701832,0.5869772,0.6773821,-0.008319721
WGATAR_887,0.6915144,0.52412164,0.075383246,0.57139003,0.2793107,0.07515168,0.48935473,0.62407696,0.33228618,0.4785229,0.7347821,0.19257683,0.027993262
WGATAR_888,0.63251865,0.68718237,0.008251041,0.1767523,0.46765247,0.65880895,0.28021652,0.30918488,0.15318213,0.054460168,-0.05529973,0.49698773,0.8149021
WGATAR_889,0.7231091,0.97456,0.763544,0.6364912,0.47108585,0.3103791,0.84664893,0.88929826,0.6578996,0.70941854,0.59310913,0.58882165,0.21355999
WGATAR_890,0.2926412,0.9896722,-0.04807037,0.70503104,0.5204926,0.011680603,0.85185057,0.8706337,0.4601091,0.7174394,0.4622251,0.59431005,-0.036475077
WGATAR_891,0.4844139,-0.009116948,0.34228012,0.09266803,0.32469708,0.602661,-0.14282861,-0.08210668,-0.079166636,-0.06378001,0.52295554,-0.21015522,0.51996726
WGATAR_892,0.66130716,-0.006369382,0.7426722,-0.015315294,-0.01387272,0.78419304,-0.10733765,0.10971779,0.016697496,0.31749997,0.63086164,-0.3929,0.39329746
WGATAR_893,0.97798324,0.98434806,0.93202996,0.9507227,-0.0855512,0.84702444,0.970802,0.9645488,0.9590648,0.8914069,0.96184087,0.833146,0.82015526
WGATAR_894,0.9619237,0.9846777,0.96282446,0.92008376,0.12334745,-0.087987036,0.9330407,0.96226704,0.93984634,0.9024057,0.75852287,0.63694143,0.74618125
